방류기간,기관,품종,방류구분,방류물량1,단위,방류물량2,단위,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,담당자,전화번호,방류장소명,업체명,사업자번호,대표자,업체주소,비고
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 단성면 창촌리 101-5,,,,,아미랑저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 차황면 상법리 400,,,,,상법저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 차황면 상법리 399,,,,,상법저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 신등면 장천리 1438-1,,,,,손항저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 신등면 장천리 1370-1,,,,,손항저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 차황면 철수리 387-1,,,,,철수저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 고성군 마암면 석마리 265,,,,,가부곡저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 고성군 상리면 고봉리 1176-1,,,,,고봉저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 고성군 마암면 석마리 265,,,,,가부곡저수지
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 연초면 죽토리 635,,,,,연초천
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 동부면 구천리 395,,,,,동부저수지
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 동부면 구천리 395,,,,,동부저수지
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 사등면 사등리 1401-1,,,,,언양천
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 사등면 사등리 1401-1,,,,,언양천
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 사등면 오량리 1275-2,,,,,오량천
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 사등면 오량리 1275-2,,,,,오량천
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 연초면 죽토리 635,,,,,연초천
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 사천시 서포면 비토리 193-33,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 밀양시 삼랑진읍 미전리 901-2,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,20000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 밀양시 삼랑진읍 미전리 907-1,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 사천시 축동면 사다리 831,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 사천시 축동면 사다리 831,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 사천시 곤명면 추천리 160,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 사천시 곤명면 추천리 160,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 사천시 정동면 소곡리 101,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 사천시 정동면 소곡리 105,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 사천시 서포면 비토리 산27-9,,,,,
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,40000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 창원시 의창구 동읍 석산리 1,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 진주시 집현면 정수리 737,,,,,
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 창원시 의창구 동읍 석산리 1,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 진주시 집현면 정수리 737,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 진주시 정촌면 화개리 649,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 진주시 이반성면 평촌리 351,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 진주시 이반성면 장안리 354,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 남하면 대야리 500,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 합천군 삼가면 용흥길 16,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 위천면 원학길 487 &quot;위천농기계.위천카부분정비&quot;,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 남상면 무촌리 산186,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 가북면 어인길 807-30,,,,,
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,8500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 창원시 의창구 동읍 석산리 1,,,,,
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 단성면 창촌리 산66,,,,,아미량 저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 신등면 장천리 산164,,,,,상법저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 신등면 장천리 1438-1,,,,,손항저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 진주시 집현면 진산로1497번길 167-1,,,,,
2023-08-25 ~ 2023-08-25,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 하동군 고전면 성평리 735,,,,,
2023-08-25 ~ 2023-08-25,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 하동군 양보면 지례리 979,,,,,
2023-01-01 ~ 2023-12-31,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,3000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 고성군 마암면 신리 529,,,,,
2023-01-01 ~ 2023-12-31,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 고성군 대평3길 76,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,3000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 사천시 사천읍 금곡리 213,,,,,
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 사등면 사등리 2294-13,,,,,
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 사등면 오량리 1286-1,,,,,
2023-08-30 ~ 2023-08-30,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거제시 연초면 다공리 539,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,미꾸리,생산방류,1500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 진주시 하대동 25,,,,,
2023-07-13 ~ 2023-07-13,경상북도 수산자원연구원,버들치,시험방류,15000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 봉화군 소천면 현동리 746-1,,,,,
2023-07-07 ~ 2023-07-07,경상북도 수산자원연구원,버들치,시험방류,15000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 상주시 이안면 여물리 629,,,,,
2023-07-07 ~ 2023-07-07,경상북도 수산자원연구원,버들치,시험방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 문경시 농암면 청화로 582-7,,,,,
2023-07-07 ~ 2023-07-07,경상북도 수산자원연구원,버들치,시험방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 예천군 용궁면 대은리 산31,,,,,
2023-07-10 ~ 2023-07-10,경상북도 수산자원연구원,버들치,시험방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 구미시 고아읍 오로리 754-18,,,,,
2023-07-10 ~ 2023-07-10,경상북도 수산자원연구원,버들치,시험방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 고령군 운수면 화암리 1196-1,,,,,
2023-07-10 ~ 2023-07-10,경상북도 수산자원연구원,버들치,시험방류,15000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 의성군 춘산면 빙계리 1005,,,,,
2023-07-11 ~ 2023-07-11,경상북도 수산자원연구원,버들치,시험방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 포항시 남구 장기면 방산리 산410-7,,,,,
2023-07-11 ~ 2023-07-11,경상북도 수산자원연구원,버들치,시험방류,15000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 경주시 문무대왕면 용당리 788-1,,,,,
2023-07-11 ~ 2023-07-11,경상북도 수산자원연구원,버들치,시험방류,15000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 경산시 남산면 사월리 519-1,,,,,
2023-07-12 ~ 2023-07-12,경상북도 수산자원연구원,버들치,시험방류,15000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 영양군 영양읍 감천리 325,,,,,
2023-07-12 ~ 2023-07-12,경상북도 수산자원연구원,버들치,시험방류,15000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산종자매입방류,임현주,054-830-8821,경상북도 안동시 길안면 천지리 180-1,,,,,
